"Country","ISONum","ISOAlph","Subregion","SDG","UNFPAGroup","SRH_Empowerment_Resource_ProviderDisc","SRH_Empowerment_Resource_SH_LGR_ACSRHES1","SRH_Empowerment_Resource_SH_LGR_ACSRHES2","SRH_Empowerment_Resource_SH_LGR_ACSRHES4","SRH_Resource","SRH_Empowerment_Agency_DS_1524","SRH_Empowerment_Agency_fert_know_m","SRH_Empowerment_Agency_fert_know_w","SRH_Empowerment_Agency_HIVKnow_m_1524","SRH_Empowerment_Agency_HIVKnow_w_1524","SRH_Empowerment_Agency_knows_ltm_stm_m","SRH_Empowerment_Agency_knows_ltm_stm_w","SRH_Agency","SRH_Empowerment_Achievement_ASFR15","SRH_Empowerment_Achievement_HIV","SRH_Empowerment_Achievement_SH_STA_MORT","SRH_Achievement","SRH"
"Grenada",308,"GRD","Caribbean","Latin America and the Caribbean","Latin America & the Caribbean",0.415581178081178,0.664545454545455,0.644705882352941,0.751875,0.619176878744893,0.885442506586539,0.00159519874534071,0.0024216474305548,0.296172438973503,0.284591311985946,0.00871656116188024,0.00840754365258863,0.296598714390362,0.85411492828,0.979435721707161,0.978260869565217,0.937270505580189,0.617682032287466
"Guadeloupe",312,"GLP","Caribbean","Latin America and the Caribbean","Non-UNFPA Country",0.415581178081178,0.664545454545455,0.644705882352941,0.751875,0.619176878744893,0.885442506586539,0.00159519874534071,0.0024216474305548,0.296172438973503,0.284591311985946,0.00871656116188024,0.00840754365258863,0.296598714390362,0.922665106,0.979435721707161,0.940623382020406,0.947574735628281,0.621116775633395
"Guam",316,"GUM","Micronesia","Oceania (excluding Australia and New Zealand)","Non-UNFPA Country",0.381766381766382,0.6675,0.877777777777778,0.877777777777778,0.701205484330484,0.514666666666667,0.000582726864294459,0.00175641766299628,0.262,0.244,0.00508367568812383,0.00659931191261948,0.193669433182671,0.84143502532,0.951235849056604,0.888718010695833,0.893796294130349,0.596223736618278
"Guatemala",320,"GTM","Central America","Latin America and the Caribbean","Latin America & the Caribbean",0.592592592592593,0.664545454545455,0.85,0.65,0.689284511784512,0.733333333333333,0.00155184687566132,0.00171647015189719,0.219,0.222,0.0086468979320751,0.0089176565963733,0.241062442277834,0.64535002345,0.995,0.917391304347826,0.852580441746695,0.594309131342038
"Guinea",324,"GIN","Western Africa","Sub-Saharan Africa","West & Central Africa",0.119047619047619,0.705,1,0.75,0.643511904761905,0.624,0.00123186348965358,0.00216297790818165,0.245,0.207,0.00416011755820194,0.00585130641467335,0.214175783171339,0.32352990544,0.928,0.499130434782609,0.583553446157316,0.480413710883106
"Guyana",328,"GUY","South America","Latin America and the Caribbean","Latin America & the Caribbean",0.415581178081178,0.92,0.7,0.49,0.631395294520295,0.777333333333333,0.0011313106964532,0.00136996933354662,0.466,0.541,0.00507351410740747,0.00711851253004555,0.322044996666765,0.62808989088,0.949,0.85304347826087,0.810044455570245,0.587828248331273
"Haiti",332,"HTI","Caribbean","Latin America and the Caribbean","Latin America & the Caribbean",0.222222222222222,0.73,0.85,0.75,0.638055555555556,0.582666666666667,0.00199756800987825,0.00230023866220903,0.362,0.383,0.00888759652717459,0.0091198536573532,0.241579823773744,0.74162012,0.922,0.582608695652174,0.748742937801982,0.542792771834301
"Honduras",340,"HND","Central America","Latin America and the Caribbean","Latin America & the Caribbean",0.161616161616162,0.664545454545455,0.6,0.75,0.544040404040404,0.914666666666667,0.0010134180699681,0.00100826168216215,0.296172438973503,0.284591311985946,0.00873530142995922,0.00929629920956353,0.303768795585554,0.6354399036,0.992,0.943478260869565,0.856972720632882,0.56826063951802
"China, Hong Kong SAR",344,"HKG","Eastern Asia","Eastern and South-Eastern Asia","Non-UNFPA Country",0.434021842355176,0.6675,0.877777777777778,0.877777777777778,0.714269349477683,0.958679982839983,0.00133963219837169,0.00186415148059137,0.195967013597448,0.206357016730676,0.00666326241004484,0.00857429502127397,0.292265667139796,0.98647501454,0.970751175609604,0.947516058139542,0.968247415128135,0.658260809923611
"Hungary",348,"HUN","Eastern Europe","Europe and Northern America","Non-UNFPA Country",0.297729700854701,0.805555555555556,0.814285714285714,0.900952380952381,0.704630837912088,0.876641364136413,0.00230450749706912,0.00449781633015735,0.199191815856777,0.163210049796288,0.00720268749312427,0.00877468540507541,0.267308036331415,0.88010497319,0.988663450574511,0.989565217391304,0.952777879432494,0.64157225058376
"Iceland",352,"ISL","Northern Europe","Europe and Northern America","Non-UNFPA Country",0.297729700854701,0.805555555555556,0.814285714285714,0.900952380952381,0.704630837912088,0.876641364136413,0.00230450749706912,0.00449781633015735,0.199191815856777,0.163210049796288,0.00720268749312427,0.00877468540507541,0.267308036331415,0.96865507,0.988663450574511,0.996521739130435,0.984613418917035,0.652184097067995
"India",356,"IND","Southern Asia","Central and Southern Asia","Asia & the Pacific",0.322222222222222,0.658571428571429,1,0.671111111111111,0.66297619047619,0.581333333333333,0.000783730478879795,0.00122691343966808,0.315,0.217,0.00836562905003032,0.00850832658179125,0.21419390827713,0.93411504594,0.990064509061697,0.873913043478261,0.932697531893955,0.603289209612469
"Indonesia",360,"IDN","South-Eastern Asia","Eastern and South-Eastern Asia","Asia & the Pacific",0.434021842355176,0.6675,0.877777777777778,0.877777777777778,0.714269349477683,1,0.00144018517739694,0.00189507916608301,0.103,0.145,0.00664104347132439,0.00818263775472528,0.283269868196191,0.76313010855,0.970751175609604,0.846086956521739,0.859989412700458,0.619176209505601
"Iran (Islamic Republic of)",364,"IRN","Southern Asia","Central and Southern Asia","Asia & the Pacific",0.362261576477263,0.658571428571429,1,0.75,0.692708251262173,0.584380349593819,0.000808616776450645,0.00136006933875605,0.260623029306237,0.176758452226546,0.00825062887236683,0.00853648976312094,0.203137248183889,0.796825,0.996,0.986086956521739,0.926303984580942,0.607383160734952
"Iraq",368,"IRQ","Western Asia","Northern Africa and Western Asia","Arab States",0.171717171717172,0.38,0.27,0.7,0.380429292929293,0.663327430972389,0.000721108755618755,0.00212456375388281,0.0746671916010499,0.0542868820852934,0.008340519802158,0.00922671287264443,0.184502730101928,0.6413349072,0.99542412465972,0.931304347826087,0.856021125705915,0.473651049105394
"Ireland",372,"IRL","Northern Europe","Europe and Northern America","Non-UNFPA Country",0.297729700854701,0.805555555555556,0.814285714285714,0.900952380952381,0.704630837912088,0.876641364136413,0.00230450749706912,0.00449781633015735,0.199191815856777,0.163210049796288,0.00720268749312427,0.00877468540507541,0.267308036331415,0.96242502192,0.988663450574511,0.995652173913044,0.982246881153605,0.651395251147641
"Israel",376,"ISR","Western Asia","Northern Africa and Western Asia","Non-UNFPA Country",0.327382881668596,0.629,0.695454545454545,0.695,0.586709356780785,0.663327430972389,0.000721108755618755,0.00212456375388281,0.0746671916010499,0.0542868820852934,0.008340519802158,0.00922671287264443,0.184502730101928,0.9519650712,0.99542412465972,0.997391304347826,0.981593499087589,0.584268528072499
"Italy",380,"ITA","Southern Europe","Europe and Northern America","Non-UNFPA Country",0.297729700854701,0.805555555555556,0.814285714285714,0.900952380952381,0.704630837912088,0.876641364136413,0.00230450749706912,0.00449781633015735,0.199191815856777,0.163210049796288,0.00720268749312427,0.00877468540507541,0.267308036331415,0.973800064,0.996,0.998260869565217,0.989353643532386,0.653764171938199
"Côte d'Ivoire",384,"CIV","Western Africa","Sub-Saharan Africa","West & Central Africa",0.425925925925926,0.56,1,0.75,0.683981481481482,0.432,0.00136161265011799,0.00284740100406697,0.246,0.157,0.0038561834609979,0.00382203965642371,0.159860904596451,0.411864868,0.943,0.463478260869565,0.606114375683741,0.483318920103905
"Jamaica",388,"JAM","Caribbean","Latin America and the Caribbean","Latin America & the Caribbean",0.414814814814815,0.664545454545455,0.644705882352941,0.751875,0.618985287928303,0.885442506586539,0.00159519874534071,0.0024216474305548,0.296172438973503,0.284591311985946,0.00871656116188024,0.00840754365258863,0.296598714390362,0.7362149983,0.938,0.930434782608696,0.868216592768015,0.594600197767626
"Japan",392,"JPN","Eastern Asia","Eastern and South-Eastern Asia","Non-UNFPA Country",0.434021842355176,0.46,1,1,0.723505460588794,0.958679982839983,0.00133963219837169,0.00186415148059137,0.195967013597448,0.206357016730676,0.00666326241004484,0.00857429502127397,0.292265667139796,0.98110005758,0.970751175609604,0.995652173913044,0.982501134718381,0.6660907534829
"Kazakhstan",398,"KAZ","Central Asia","Central and Southern Asia","Eastern Europe & Central Asia",0.272727272727273,0.8,0.67,0.75,0.623181818181818,0.72,0.000808616776450645,0.00221495577851877,0.260623029306237,0.176758452226546,0.007085695989779,0.00887960531456191,0.237046294424012,0.85125007296,0.976,0.991304347826087,0.939518139322511,0.599915416709532
"Jordan",400,"JOR","Western Asia","Northern Africa and Western Asia","Arab States",0.41025641025641,0.629,0.695454545454545,0.695,0.607427738927739,0.663327430972389,0.000863608909613173,0.00520757410710528,0.081,0.066,0.00734745334995423,0.00969662515771694,0.187096265433646,0.87061509562,0.99542412465972,0.96,0.94201307248456,0.578845691703136
"Kenya",404,"KEN","Eastern Africa","Sub-Saharan Africa","East & Southern Africa",0.454545454545455,0.705,0.771818181818182,0.8103125,0.685419034090909,0.864,0.00129180087734914,0.00225205069953845,0.637,0.542,0.0076005879136103,0.00842903378889503,0.365821684159924,0.624609952,0.843,0.702608695652174,0.723406215160652,0.591548977212279
"Dem. People's Republic of Korea",408,"PRK","Eastern Asia","Eastern and South-Eastern Asia","Asia & the Pacific",0.434021842355176,0.88,1,0.75,0.766005460588794,0.958679982839983,0.00133963219837169,0.00186415148059137,0.195967013597448,0.206357016730676,0.00666326241004484,0.00857429502127397,0.292265667139796,0.998585072,0.970751175609604,0.922608695652174,0.963981646789944,0.674084257498761
"Republic of Korea",410,"KOR","Eastern Asia","Eastern and South-Eastern Asia","Non-UNFPA Country",0.434021842355176,0.6675,0.877777777777778,0.877777777777778,0.714269349477683,0.958679982839983,0.00133963219837169,0.00186415148059137,0.195967013597448,0.206357016730676,0.00666326241004484,0.00857429502127397,0.292265667139796,0.993105013,0.970751175609604,0.990434782608696,0.984763656088003,0.663766223571395
"Kuwait",414,"KWT","Western Asia","Northern Africa and Western Asia","Arab States",0.327382881668596,0.629,0.695454545454545,0.695,0.586709356780785,0.663327430972389,0.000721108755618755,0.00212456375388281,0.0746671916010499,0.0542868820852934,0.008340519802158,0.00922671287264443,0.184502730101928,0.95903005,0.99542412465972,0.989565217391304,0.981339796369002,0.584183960499721
"Kyrgyzstan",417,"KGZ","Central Asia","Central and Southern Asia","Eastern Europe & Central Asia",0.407407407407407,0.73,0.7,0.65,0.621851851851852,0.604,0.000424443924368704,0.000854085958393413,0.24,0.195,0.0049906163918124,0.00713806391281283,0.207050901273423,0.836185,0.983,0.947826086956522,0.92233702806317,0.583746593145735
"Lao People's Democratic Republic",418,"LAO","South-Eastern Asia","Eastern and South-Eastern Asia","Asia & the Pacific",0.222222222222222,0.88,1,1,0.775555555555556,0.958679982839983,0.00133963219837169,0.00186415148059137,0.195967013597448,0.206357016730676,0.00666326241004484,0.00857429502127397,0.292265667139796,0.67295008,0.977,0.839130434782609,0.829693504097843,0.63250490829856
"Lebanon",422,"LBN","Western Asia","Northern Africa and Western Asia","Arab States",0.327382881668596,0.629,0.695454545454545,0.695,0.586709356780785,0.663327430972389,0.000721108755618755,0.00212456375388281,0.0746671916010499,0.0542868820852934,0.008340519802158,0.00922671287264443,0.184502730101928,0.92749999,0.997,0.974782608695652,0.966427531932123,0.579213205692399
"Lesotho",426,"LSO","Southern Africa","Sub-Saharan Africa","East & Southern Africa",0.266666666666667,0.705,0.771818181818182,0.8103125,0.638449337121212,1,0.00148838349577696,0.00245939461040388,0.309,0.376,0.00553985203726877,0.00759040434811103,0.337759754311445,0.53637012238,0.000999999999999979,0.52695652173913,0.354775547684935,0.443661545928869
"Latvia",428,"LVA","Northern Europe","Europe and Northern America","Non-UNFPA Country",0.297729700854701,0.51,0.33,1,0.534432425213675,0.876641364136413,0.00230450749706912,0.00449781633015735,0.199191815856777,0.163210049796288,0.00720268749312427,0.00877468540507541,0.267308036331415,0.91914497503,0.986,0.983478260869565,0.962874411003647,0.588204956928041
"Liberia",430,"LBR","Western Africa","Sub-Saharan Africa","West & Central Africa",0.265432098765432,0.705,0.85,0.75,0.642608024691358,0.644,0.000219283527986018,0.000982341865126783,0.295,0.316,0.00745027615431284,0.00931318803754387,0.239620636198121,0.32018983,0.91,0.425217391304348,0.551802406549647,0.478010355335032
"Libya",434,"LBY","Northern Africa","Northern Africa and Western Asia","Arab States",0.327382881668596,0.32,0,0.75,0.349345720417149,0.663327430972389,0.000721108755618755,0.00212456375388281,0.0746671916010499,0.0542868820852934,0.008340519802158,0.00922671287264443,0.184502730101928,0.971155,0.993,0.937391304347826,0.967182100482093,0.500343516500047
"Lithuania",440,"LTU","Northern Europe","Europe and Northern America","Non-UNFPA Country",0.297729700854701,0.92,0.85,0.8,0.716932425213675,0.876641364136413,0.00230450749706912,0.00449781633015735,0.199191815856777,0.163210049796288,0.00720268749312427,0.00877468540507541,0.267308036331415,0.94572999718,0.993,0.99304347826087,0.977257824169699,0.653832761251097
"Luxembourg",442,"LUX","Western Europe","Europe and Northern America","Non-UNFPA Country",0.297729700854701,0.805555555555556,0.814285714285714,0.900952380952381,0.704630837912088,0.876641364136413,0.00230450749706912,0.00449781633015735,0.199191815856777,0.163210049796288,0.00720268749312427,0.00877468540507541,0.267308036331415,0.976365,0.988663450574511,0.995652173913044,0.986893540508958,0.652944137597876
"China, Macao SAR",446,"MAC","Eastern Asia","Eastern and South-Eastern Asia","Non-UNFPA Country",0.434021842355176,0.6675,0.877777777777778,0.877777777777778,0.714269349477683,0.958679982839983,0.00133963219837169,0.00186415148059137,0.195967013597448,0.206357016730676,0.00666326241004484,0.00857429502127397,0.292265667139796,0.98809504,0.970751175609604,0.947516058139542,0.968787423614261,0.658440812752139
"Madagascar",450,"MDG","Eastern Africa","Sub-Saharan Africa","East & Southern Africa",0.341880341880342,0.705,0.771818181818182,0.8103125,0.657252755924631,0.544,0.00324682848373497,0.00462630225281198,0.26,0.225,0.00383314377670137,0.00576329942006059,0.198808696741664,0.4520501767,0.981,0.708695652173913,0.713915275577389,0.523325575557902
"Malawi",454,"MWI","Eastern Africa","Sub-Saharan Africa","East & Southern Africa",0.418803418803419,0.38,0.93,0.9,0.657200854700855,0.917333333333333,0.000855819312497634,0.00155172178261991,0.443,0.411,0.00850945355373478,0.00908264954318032,0.338583288857337,0.336645125,0.669,0.696521739130435,0.567388954142756,0.521057698712592
"Malaysia",458,"MYS","South-Eastern Asia","Eastern and South-Eastern Asia","Asia & the Pacific",0.419753086419753,0.5,0.85,1,0.692438271604938,0.958679982839983,0.00133963219837169,0.00186415148059137,0.195967013597448,0.206357016730676,0.00666326241004484,0.00857429502127397,0.292265667139796,0.93292992105,0.966,0.974782608695652,0.95790417562398,0.647536037475369
"Maldives",462,"MDV","Southern Asia","Central and Southern Asia","Asia & the Pacific",0.362261576477263,0.29,0,0.75,0.350565394119316,0.209333333333333,0.0012214062618831,0.00167324146188083,0.264,0.293,0.00619675210563291,0.00837740996211384,0.124141934557272,0.960949956,0.990064509061697,0.953913043478261,0.96830916854501,0.481005498592861
"Mali",466,"MLI","Western Africa","Sub-Saharan Africa","West & Central Africa",0.252525252525253,0.88,0.93,1,0.765631313131313,0.557333333333333,0.00132857805385233,0.00238409661290687,0.162,0.156,0.00743691565159012,0.00849303475282706,0.18153866146723,0.1543647966,0.83262775244361,0.511304347826087,0.499432298457133,0.482200757203025
"Malta",470,"MLT","Southern Europe","Europe and Northern America","Non-UNFPA Country",0.297729700854701,0.69,1,1,0.746932425213675,0.876641364136413,0.00230450749706912,0.00449781633015735,0.199191815856777,0.163210049796288,0.00720268749312427,0.00877468540507541,0.267308036331415,0.935605065,0.988663450574511,0.994782608695652,0.973017040450371,0.662419166669401
"Martinique",474,"MTQ","Caribbean","Latin America and the Caribbean","Non-UNFPA Country",0.415581178081178,0.664545454545455,0.644705882352941,0.751875,0.619176878744893,0.885442506586539,0.00159519874534071,0.0024216474305548,0.296172438973503,0.284591311985946,0.00871656116188024,0.00840754365258863,0.296598714390362,0.947169932,0.979435721707161,0.940623382020406,0.955743010953446,0.623839534072394
"Mauritania",478,"MRT","Western Africa","Sub-Saharan Africa","West & Central Africa",0.418803418803419,0.27,1,1,0.672200854700855,0.122666666666667,0.00122373259007994,0.00239445185212557,0.356556084624194,0.329215866803216,0.00564070123599044,0.00692343007690078,0.11841095006448,0.644755117,0.83262775244361,0.333913043478261,0.603765303703525,0.464792369024828
"Mauritius",480,"MUS","Eastern Africa","Sub-Saharan Africa","Non-UNFPA Country",0.335002047747146,0.84,0.7,1,0.718750511936786,0.612660822071641,0.00122373259007994,0.00239445185212557,0.356556084624194,0.329215866803216,0.00564070123599044,0.00692343007690078,0.240909488915724,0.87132506685,0.934,0.94695652173913,0.91742719527895,0.625695731418124
"Mexico",484,"MEX","Central America","Latin America and the Caribbean","Latin America & the Caribbean",0.564102564102564,0.664545454545455,1,0.751875,0.745130754662005,0.885442506586539,0.00159519874534071,0.0024216474305548,0.296172438973503,0.284591311985946,0.00871656116188024,0.00854759949707193,0.296616221370922,0.698175042,0.979435721707161,0.971304347826087,0.882971702961444,0.641572892356551
"Mongolia",496,"MNG","Eastern Asia","Eastern and South-Eastern Asia","Asia & the Pacific",0.393162393162393,0.6675,0.877777777777778,0.877777777777778,0.704054487179487,0.958679982839983,0.00133963219837169,0.00186415148059137,0.195967013597448,0.206357016730676,0.00666326241004484,0.00857429502127397,0.292265667139796,0.84503488403,0.999,0.960869565217391,0.934968148814162,0.643762767067386
"Republic of Moldova",498,"MDA","Eastern Europe","Europe and Northern America","Eastern Europe & Central Asia",0.247863247863248,0.88,0.67,0.84,0.659465811965812,0.72,0.00181483636327991,0.00386498583824764,0.199191815856777,0.163210049796288,0.00844198934818941,0.00897166937941344,0.228186918322774,0.88792494928,0.97,0.983478260869565,0.947134402436054,0.611595710296618
"Montenegro",499,"MNE","Southern Europe","Europe and Northern America","Non-UNFPA Country",0.297729700854701,0.81,0.37,0.59,0.516932425213675,0.876641364136413,0.00230450749706912,0.00449781633015735,0.199191815856777,0.163210049796288,0.00720268749312427,0.00877468540507541,0.267308036331415,0.9534349153,0.993,0.994782608695652,0.980405840351478,0.588215433377307
"Morocco",504,"MAR","Northern Africa","Northern Africa and Western Asia","Arab States",0.408888888888889,0.629,0.695454545454545,0.695,0.607085858585859,1,0.000721108755618755,0.00087360578561176,0.0746671916010499,0.117,0.008340519802158,0.0093596982057949,0.276370265518779,0.844830084,0.995,0.939130434782609,0.926320172001216,0.603258764765359
"Mozambique",508,"MOZ","Eastern Africa","Sub-Saharan Africa","East & Southern Africa",0.388888888888889,0.79,1,1,0.794722222222222,0.716,0.000383318807290531,0.000231878439583864,0.302,0.308,0.00486689529716352,0.00371180556164903,0.256399237263211,0.25686982,0.127,0.748695652173913,0.377521823680449,0.476214427245746
"Oman",512,"OMN","Western Asia","Northern Africa and Western Asia","Arab States",0.327382881668596,0.629,0.695454545454545,0.695,0.586709356780785,0.663327430972389,0.000721108755618755,0.00212456375388281,0.0746671916010499,0.0542868820852934,0.008340519802158,0.00922671287264443,0.184502730101928,0.934719893,0.997,0.983478260869565,0.971732716984789,0.580981600708186
"Namibia",516,"NAM","Southern Africa","Sub-Saharan Africa","East & Southern Africa",0.333333333333333,0.88,1,1,0.803333333333333,1,0.000913037788784766,0.00157795878295401,0.606,0.616,0.00687671311659301,0.00707494918899715,0.404805332359666,0.68186514653,0.56,0.830434782608696,0.690766642355465,0.632968435383186
"Nepal",524,"NPL","Southern Asia","Central and Southern Asia","Asia & the Pacific",0.169934640522876,0.82,0.67,0.25,0.477483660130719,0.449333333333333,0.0021739153987524,0.00255638608538938,0.271,0.207,0.00946632170975234,0.00979898040546318,0.175082783783253,0.6743950478,0.998,0.838260869565217,0.83688530495152,0.496483915792014
"Netherlands",528,"NLD","Western Europe","Europe and Northern America","Non-UNFPA Country",0.297729700854701,0.94,1,1,0.809432425213675,0.876641364136413,0.00230450749706912,0.00449781633015735,0.199191815856777,0.163210049796288,0.00720268749312427,0.00877468540507541,0.267308036331415,0.981060064,0.997,0.995652173913044,0.991237411646444,0.689325957041185
"Curaçao",531,"CUW","Caribbean","Latin America and the Caribbean","Non-UNFPA Country",0.415581178081178,0.664545454545455,0.644705882352941,0.751875,0.619176878744893,0.885442506586539,0.00159519874534071,0.0024216474305548,0.296172438973503,0.284591311985946,0.00871656116188024,0.00840754365258863,0.296598714390362,0.860289968,0.979435721707161,0.940623382020406,0.926783022982406,0.614186204758367
"Aruba",533,"ABW","Caribbean","Latin America and the Caribbean","Latin America & the Caribbean",0.415581178081178,0.664545454545455,0.644705882352941,0.751875,0.619176878744893,0.885442506586539,0.00159519874534071,0.0024216474305548,0.296172438973503,0.284591311985946,0.00871656116188024,0.00840754365258863,0.296598714390362,0.88663004,0.979435721707161,0.940623382020406,0.935563046973626,0.617112879419181
"New Caledonia",540,"NCL","Melanesia","Oceania (excluding Australia and New Zealand)","Non-UNFPA Country",0.381766381766382,0.6675,0.877777777777778,0.877777777777778,0.701205484330484,0.514666666666667,0.000582726864294459,0.00175641766299628,0.262,0.244,0.00508367568812383,0.00659931191261948,0.193669433182671,0.925849988,0.951235849056604,0.888718010695833,0.921934614995545,0.605603176897297
"Vanuatu",548,"VUT","Melanesia","Oceania (excluding Australia and New Zealand)","Asia & the Pacific",0.381766381766382,0.6675,0.877777777777778,0.877777777777778,0.701205484330484,0.514666666666667,0.000582726864294459,0.00175641766299628,0.262,0.244,0.00508367568812383,0.00659931191261948,0.193669433182671,0.75281494,0.951235849056604,0.937391304347826,0.880480696920996,0.591785204219599
"New Zealand",554,"NZL","Australia/New Zealand","Australia/New Zealand","Non-UNFPA Country",0.297729700854701,0.81,1,1,0.776932425213675,0.876641364136413,0.00230450749706912,0.00449781633015735,0.199191815856777,0.163210049796288,0.00720268749312427,0.00877468540507541,0.267308036331415,0.90365005,0.998,0.992173913043478,0.964607986716551,0.669616148750931
"Nicaragua",558,"NIC","Central America","Latin America and the Caribbean","Latin America & the Caribbean",0.518518518518519,0.664545454545455,0.644705882352941,0.751875,0.644911213854229,0.950666666666667,0.00159519874534071,0.00131415858555819,0.296172438973503,0.16,0.00829244161752807,0.00886913137857791,0.29719708782923,0.575049936,0.993,0.914782608695652,0.827610847404273,0.589906382439338
"Niger",562,"NER","Western Africa","Sub-Saharan Africa","West & Central Africa",0.452380952380952,0.705,1,0.95,0.776845238095238,0.481333333333333,0.000511864689368183,0.0015204703451896,0.248,0.13,0.00264425216849432,0.00359756435754841,0.168617602278408,0.0673099999999999,0.996,0.557391304347826,0.540233767575708,0.495232202154553
"Nigeria",566,"NGA","Western Africa","Sub-Saharan Africa","West & Central Africa",0.535947712418301,0.705,1,1,0.810236928104575,0.434666666666667,0.00059814124004807,0.00191066924595289,0.337,0.426,0.00364436573215028,0.00613691219981578,0.205577927718913,0.46335004048,0.929,0.202608695652174,0.531652911512405,0.515822588596142
"Norway",578,"NOR","Northern Europe","Europe and Northern America","Non-UNFPA Country",0.297729700854701,0.805555555555556,0.814285714285714,0.900952380952381,0.704630837912088,0.876641364136413,0.00230450749706912,0.00449781633015735,0.199191815856777,0.163210049796288,0.00720268749312427,0.00877468540507541,0.267308036331415,0.974294992,0.988663450574511,0.998260869565217,0.987073103059503,0.653003991781331
"Micronesia (Fed. States of)",583,"FSM","Micronesia","Oceania (excluding Australia and New Zealand)","Asia & the Pacific",0.381766381766382,0.6675,0.877777777777778,0.877777777777778,0.701205484330484,0.514666666666667,0.000582726864294459,0.00175641766299628,0.262,0.244,0.00508367568812383,0.00659931191261948,0.193669433182671,0.93037994707,0.951235849056604,0.923478260869565,0.935031351397025,0.609968755693425
"Pakistan",586,"PAK","Southern Asia","Central and Southern Asia","Asia & the Pacific",0.632478632478632,0.61,1,0.75,0.748119658119658,0.584380349593819,0.000811729886757981,0.000726894361954738,0.059,0.018,0.00717081997263131,0.00834459773975146,0.157851842643592,0.805990015,0.987,0.878260869565217,0.890416960631322,0.598796153199394
"Panama",591,"PAN","Central America","Latin America and the Caribbean","Latin America & the Caribbean",0.37962962962963,0.664545454545455,0.644705882352941,0.751875,0.610188991632006,0.885442506586539,0.00159519874534071,0.0024216474305548,0.296172438973503,0.284591311985946,0.00871656116188024,0.00840754365258863,0.296598714390362,0.59086009504,0.979435721707161,0.954782608695652,0.841692807639245,0.582826837304377
"Papua New Guinea",598,"PNG","Melanesia","Oceania (excluding Australia and New Zealand)","Asia & the Pacific",0.481481481481481,0.6675,0.877777777777778,0.877777777777778,0.726134259259259,0.514666666666667,0.000582726864294459,0.00175641766299628,0.262,0.244,0.00508367568812383,0.00659931191261948,0.193669433182671,0.73672499368,0.948,0.873913043478261,0.852879344866541,0.590894345178596
"Paraguay",600,"PRY","South America","Latin America and the Caribbean","Latin America & the Caribbean",0.415581178081178,0.664545454545455,0.644705882352941,0.751875,0.619176878744893,0.645333333333333,0.00159519874534071,0.00232149797793723,0.296172438973503,0.284591311985946,0.00871656116188024,0.00742364222887379,0.236435914717518,0.64747995225,0.97,0.92695652173913,0.848145490481565,0.567919427413406
"Peru",604,"PER","South America","Latin America and the Caribbean","Latin America & the Caribbean",0.333333333333333,0.664545454545455,0.93,1,0.731969696969697,0.833333333333333,0.00159519874534071,0.00322466769604137,0.296172438973503,0.22,0.00885353336507223,0.000108263079864057,0.274577596065811,0.715590111,0.994,0.923478260869565,0.877689456412166,0.628078915854479
